"date","time","size","r_version","r_arch","r_os","package","version","country","ip_id"
"2015-04-01","00:46:03",27402,"3.1.2","x86_64","mingw32","SPIAssay","1.0.0","US",8
"2015-04-01","00:46:07",7882,"3.1.3","x86_64","linux-gnu","sendmailR","1.2-1","US",236
"2015-04-01","00:46:02",38867,"3.1.2","x86_64","mingw32","SPAr","0.1","US",8
"2015-04-01","00:46:00",50052,"3.1.3","x86_64","mingw32","testthat","0.9.1","US",134
"2015-04-01","00:44:18",41585,"3.1.3","x86_64","mingw32","stabledist","0.6-6","CN",133
"2015-04-01","00:44:25",1548623,"3.1.3","x86_64","mingw32","fBasics","3011.87","CN",133
"2015-04-01","00:46:04",127304,"3.1.3","x86_64","mingw32","SPMS","2.0","US",8
"2015-04-01","00:46:12",51723,"3.1.2","x86_64","mingw32","SPmlficmcm","1.3","US",8
"2015-04-01","00:45:46",77544,NA,NA,NA,"cluster","1.15.2","CN",224
"2015-04-01","00:46:11",59220,"3.1.2","x86_64","mingw32","neuralnet","1.32","ID",239
"2015-04-01","00:46:01",879127,"3.1.2","x86_64","mingw32","RCurl","1.95-4.5","US",236
"2015-04-01","00:44:57",12048,"3.1.2","x86_64","mingw32","RColorBrewer","1.1-2","ES",223
"2015-04-01","00:46:06",37947,"3.1.2","x86_64","darwin10.8.0","quadprog","1.5-5","US",237
"2015-04-01","00:46:09",1968035,"3.1.2","x86_64","darwin10.8.0","SPOT","1.0.4184","US",8
"2015-04-01","00:46:05",262160,"3.1.2","x86_64","darwin10.8.0","SPODT","0.9-1","US",8
"2015-04-01","00:46:12",97573,"3.1.2","x86_64","darwin10.8.0","SPSL","0.1-8","US",8
"2015-04-01","00:46:05",599390,"3.1.2","x86_64","darwin10.8.0","BEST","0.2.2","US",238
"2015-04-01","00:46:10",92378,"3.1.2","x86_64","mingw32","mnormt","1.5-1","US",238
"2015-04-01","00:46:11",37270,"3.1.3","i386","mingw32","pbivnorm","0.6.0","US",238
"2015-04-01","00:46:11",52302,"2.14.1","i686","linux-gnu","quadprog","1.5-5","US",238
"2015-04-01","00:46:13",680367,"3.1.2","i386","mingw32","lavaan","0.5-17","US",238
"2015-04-01","00:46:15",104311,"3.1.2","i386","mingw32","SQN","1.0.5","US",8
"2015-04-01","00:46:14",1562978,"3.1.2","i386","mingw32","SQDA","1.0","US",8
"2015-04-01","00:46:11",21568,"3.1.3","x86_64","mingw32","fastmatch","1.0-4","US",237
"2015-04-01","00:44:15",14616,NA,NA,NA,"survival","2.38-1","CN",9
"2015-04-01","00:45:03",35209,"3.1.2","x86_64","darwin13.4.0","reshape2","1.4.1","ES",223
"2015-04-01","00:46:11",792016,"3.1.3","x86_64","mingw32","SPREDA","1.0","US",8
"2015-04-01","00:45:44",3200003,"3.1.3","x86_64","mingw32","psych","1.5.1","TW",229
"2015-04-01","00:46:11",111734,"3.1.3","x86_64","mingw32","roxygen2","4.1.0","US",134
"2015-04-01","00:46:11",36478,"3.1.3","x86_64","linux-gnu","nnls","1.4","US",237
"2015-04-01","00:46:08",46864,"3.1.3","x86_64","darwin13.4.0","GenSA","1.1.5","JP",240
"2015-04-01","00:46:09",9061,"2.15.1","x86_64","linux-gnu","manipulate","1.0.1","JP",240
"2015-04-01","00:46:10",7878,"2.15.1","x86_64","linux-gnu","Rsymphony","0.1-19","JP",240
"2015-04-01","00:46:10",5746392,"3.1.2","x86_64","darwin10.8.0","igraph","0.7.1","US",237
"2015-04-01","00:46:15",151596,"2.14.1","i686","linux-gnu","SQUAREM","2014.8-1","US",8
"2015-04-01","00:46:14",919273,"3.1.3","x86_64","linux-gnu","rpart","4.1-9","CN",241
"2015-04-01","00:46:18",518756,"3.1.3","x86_64","linux-gnu","rpart.plot","1.5.2","CN",241
"2015-04-01","00:46:24",242232,"2.14.1","i686","linux-gnu","SSDforR","1.4.8","US",8
"2015-04-01","00:45:56",86689,"3.1.2","x86_64","mingw32","htmltools","0.2.6","US",233
"2015-04-01","00:45:56",180601,"3.1.2","x86_64","mingw32","yaml","2.1.13","US",233
"2015-04-01","00:46:22",3556632,"3.1.3","x86_64","linux-gnu","SRCS","1.0","US",8
"2015-04-01","00:46:20",3198418,"3.1.2","x86_64","mingw32","psych","1.5.1","MX",62
"2015-04-01","00:46:10",360256,"3.1.3","x86_64","mingw32","foreach","1.4.2","US",236
"2015-04-01","00:46:21",3191978,"3.1.2","x86_64","darwin10.8.0","Rcpp","0.11.5","BR",212
"2015-04-01","00:46:23",559108,"3.1.2","x86_64","darwin10.8.0","minqa","1.2.4","BR",212
"2015-04-01","00:45:57",7652,"3.1.2","x86_64","darwin10.8.0","doSNOW","1.0.12","US",236
"2015-04-01","00:46:13",1445785,"3.1.1","x86_64","darwin13.1.0","phangorn","1.99-12","US",237
"2015-04-01","00:46:05",53970,NA,NA,NA,"pheno","1.5","FR",4
"2015-04-01","00:46:17",75510,NA,NA,NA,"Interpol","1.3.1","FR",4
"2015-04-01","00:44:37",27654,NA,NA,NA,"gss","0.9-3","FR",38
"2015-04-01","00:45:39",14621,NA,NA,NA,"ONETr","1.0.2","FR",38
"2015-04-01","00:46:09",4289188,"3.1.2","x86_64","mingw32","XML","3.98-1.1","US",242
"2015-04-01","00:46:18",389865,"3.1.2","x86_64","mingw32","colorspace","1.2-6","US",116
"2015-04-01","00:46:19",27214,"3.1.2","x86_64","mingw32","RColorBrewer","1.1-2","US",116
"2015-04-01","00:46:19",148239,"3.0.2","x86_64","linux-gnu","dichromat","2.0-0","US",116
"2015-04-01","00:46:20",126850,"3.0.2","x86_64","linux-gnu","munsell","0.4.2","US",116
"2015-04-01","00:46:21",41359,"3.0.3","x86_64","darwin10.8.0","labeling","0.3","US",116
"2015-04-01","00:46:23",803627,"3.1.2","x86_64","mingw32","SparseM","1.6","US",116
"2015-04-01","00:46:25",559111,"3.1.2","x86_64","mingw32","minqa","1.2.4","US",116
"2015-04-01","00:45:32",248049,"3.1.2","x86_64","mingw32","httr","0.6.1","GB",32
"2015-04-01","00:46:24",552494,"3.1.3","x86_64","linux-gnu","gplots","2.16.0","CA",243
"2015-04-01","00:45:13",2351723,"3.1.3","x86_64","linux-gnu","ggplot2","1.0.1","ES",223
"2015-04-01","00:46:09",59220,"3.1.2","i386","mingw32","neuralnet","1.32","ID",244
"2015-04-01","00:46:23",18959,"3.1.2","i386","mingw32","SRRS","0.1.1","US",8
"2015-04-01","00:46:34",107223,"3.1.3","x86_64","linux-gnu","SSrat","1.0","US",8
"2015-04-01","00:46:33",40611,"3.1.3","x86_64","linux-gnu","scales","0.2.4","US",16
"2015-04-01","00:46:33",3267875,"3.1.3","x86_64","linux-gnu","SSN","1.1.4","US",8
"2015-04-01","00:45:00",11238,"3.1.3","x86_64","linux-gnu","labeling","0.3","ES",223
"2015-04-01","00:46:37",71611,"3.1.3","x86_64","linux-gnu","stringr","0.6.2","US",245
"2015-04-01","00:46:37",304645,"3.1.3","x86_64","linux-gnu","ez","4.2-2","US",245
"2015-04-01","00:46:09",566735,"3.1.2","x86_64","mingw32","locfit","1.5-9.1","CN",246
"2015-04-01","00:46:19",829635,"3.1.2","x86_64","mingw32","gdata","2.13.3","CN",246
"2015-04-01","00:46:23",230018,"3.1.2","x86_64","mingw32","caTools","1.17.1","CN",246
"2015-04-01","00:46:24",359379,"3.1.2","x86_64","mingw32","matrixStats","0.14.0","CN",246
"2015-04-01","00:46:33",35212,"3.1.2","x86_64","mingw32","reshape2","1.4.1","US",16
"2015-04-01","00:45:32",879125,"3.1.2","x86_64","mingw32","RCurl","1.95-4.5","GB",32
"2015-04-01","00:46:29",1103753,"3.1.3","i386","mingw32","nloptr","1.0.4","US",116
"2015-04-01","00:46:37",2130005,"3.1.3","i386","mingw32","RcppEigen","0.3.2.4.0","US",116
"2015-04-01","00:46:38",68588,"3.1.3","i386","mingw32","profileModel","0.5-9","US",116
"2015-04-01","00:46:38",152456,"3.1.3","i386","mingw32","digest","0.6.8","US",116
"2015-04-01","00:46:39",64361,"3.1.3","x86_64","mingw32","gtable","0.1.2","US",116
"2015-04-01","00:46:39",152163,"3.1.3","x86_64","mingw32","scales","0.2.4","US",116
"2015-04-01","00:46:41",458985,"3.1.2","x86_64","mingw32","proto","0.3-10","US",116
"2015-04-01","00:46:42",205362,"3.1.2","x86_64","mingw32","pbkrtest","0.4-2","US",116
"2015-04-01","00:46:35",338132,"3.1.2","x86_64","mingw32","SSsimple","0.6.4","US",8
"2015-04-01","00:46:40",23183,"3.1.2","x86_64","mingw32","STPGA","1.0","US",8
"2015-04-01","00:46:40",25252,"3.1.3","x86_64","mingw32","SUE","1.0","US",8
"2015-04-01","00:46:39",1921687,"3.1.3","x86_64","mingw32","STAR","0.3-7","US",8
"2015-04-01","00:46:41",141729,"3.1.3","x86_64","mingw32","SVMMaj","0.2-2","US",8
"2015-04-01","00:46:03",52269,NA,NA,NA,"SINGLE","1.3","FR",38
"2015-04-01","00:46:39",41447,"3.1.3","x86_64","mingw32","STEPCAM","1.0","US",8
"2015-04-01","00:46:43",567698,"3.1.3","x86_64","mingw32","SVMMatch","1.1","US",8
"2015-04-01","00:46:35",389862,"3.1.3","x86_64","mingw32","colorspace","1.2-6","US",238
"2015-04-01","00:46:35",75807,"3.1.3","x86_64","mingw32","stringr","0.6.2","US",238
"2015-04-01","00:46:35",27211,"3.1.3","x86_64","mingw32","RColorBrewer","1.1-2","US",238
"2015-04-01","00:46:36",148236,"3.1.3","x86_64","linux-gnu","dichromat","2.0-0","US",238
"2015-04-01","00:46:37",126847,"3.0.2","x86_64","linux-gnu","munsell","0.4.2","US",238
"2015-04-01","00:46:37",41356,"3.1.3","x86_64","linux-gnu","labeling","0.3","US",238
"2015-04-01","00:46:40",1155433,"3.1.2","x86_64","mingw32","plyr","1.8.1","US",238
"2015-04-01","00:46:40",152453,"3.1.3","x86_64","mingw32","digest","0.6.8","US",238
"2015-04-01","00:46:41",64358,"3.1.3","x86_64","mingw32","gtable","0.1.2","US",238
"2015-04-01","00:46:42",504726,"3.1.3","x86_64","mingw32","reshape2","1.4.1","US",238
"2015-04-01","00:46:43",152160,"3.1.3","x86_64","mingw32","scales","0.2.4","US",238
"2015-04-01","00:46:45",18185,"3.1.2","x86_64","mingw32","dynlm","0.3-3","US",247
"2015-04-01","00:46:37",34826,"3.1.2","x86_64","mingw32","extrafont","0.17","US",148
"2015-04-01","00:46:38",8328,"3.1.2","x86_64","mingw32","testthatsomemore","0.1","US",16
"2015-04-01","00:46:25",1635645,"3.1.2","x86_64","mingw32","pastecs","1.3-18","US",245
"2015-04-01","00:46:46",829716,"3.1.2","x86_64","mingw32","RODBC","1.3-11","AU",154
"2015-04-01","00:46:45",35567,"3.1.2","x86_64","mingw32","mime","0.3","CO",14
"2015-04-01","00:46:46",39299,"3.1.2","x86_64","mingw32","evaluate","0.5.5","CO",14
"2015-04-01","00:46:47",152456,"3.1.3","x86_64","linux-gnu","digest","0.6.8","CO",14
"2015-04-01","00:46:48",51414,"3.1.2","i386","mingw32","formatR","1.1","CO",14
"2015-04-01","00:46:48",34620,"3.1.3","x86_64","linux-gnu","highr","0.4.1","CO",14
"2015-04-01","00:46:33",20185,"3.1.2","x86_64","mingw32","gtable","0.1.2","US",16
"2015-04-01","00:46:45",2463796,"3.1.2","x86_64","mingw32","seqinr","3.1-3","US",237
"2015-04-01","00:46:49",35563,"3.1.2","x86_64","mingw32","mime","0.3","PY",248
"2015-04-01","00:46:52",15844,"3.1.2","x86_64","mingw32","Sample.Size","1.0","US",8
"2015-04-01","00:46:34",29124,"3.1.2","x86_64","mingw32","formatR","1.1","US",16
"2015-04-01","00:46:50",4862384,"3.1.2","x86_64","mingw32","SWATmodel","0.5.9","US",8
"2015-04-01","00:46:36",51404,"3.1.2","x86_64","mingw32","formatR","1.1","HK",249
"2015-04-01","00:46:37",34610,"3.1.3","x86_64","mingw32","highr","0.4.1","HK",249
"2015-04-01","00:46:37",165080,"3.1.3","x86_64","mingw32","markdown","0.7.4","HK",249
"2015-04-01","00:46:37",643359,"3.1.3","x86_64","linux-gnu","knitr","1.9","HK",249
"2015-04-01","00:46:51",68786,"3.1.3","x86_64","linux-gnu","SYNCSA","1.3.2","US",8
"2015-04-01","00:46:52",140628,"3.1.1","x86_64","darwin13.1.0","SampleSizeMeans","1.1","US",8
"2015-04-01","00:46:53",58846,"3.1.2","x86_64","darwin10.8.0","SampleSizeProportions","1.0","US",8
"2015-04-01","00:46:44",458982,"3.1.2","x86_64","darwin10.8.0","proto","0.3-10","US",238
"2015-04-01","00:46:50",2677096,"3.1.3","x86_64","mingw32","ggplot2","1.0.1","US",238
"2015-04-01","00:46:32",373593,"3.1.2","x86_64","mingw32","colorspace","1.2-6","US",245
"2015-04-01","00:46:33",61593,"3.1.2","x86_64","mingw32","gtable","0.1.2","US",245
"2015-04-01","00:46:33",145629,"3.1.2","x86_64","mingw32","dichromat","2.0-0","US",245
"2015-04-01","00:46:34",38953,"3.1.3","x86_64","linux-gnu","labeling","0.3","US",245
"2015-04-01","00:46:36",180106,"3.1.1","x86_64","mingw32","reshape2","1.4.1","US",245
"2015-04-01","00:46:51",45144,"3.1.1","x86_64","mingw32","Sabermetrics","1.0","US",8
"2015-04-01","00:45:58",759916,"3.1.1","x86_64","mingw32","rJava","0.9-6","DE",250
"2015-04-01","00:45:21",14616,NA,NA,NA,"rgl","0.95.1201","CN",9
"2015-04-01","00:46:38",212610,"3.1.1","x86_64","mingw32","TSA","1.01","US",247
"2015-04-01","00:46:49",2045931,"3.1.1","x86_64","mingw32","quantreg","5.11","US",116
"2015-04-01","00:46:50",75810,"3.1.1","x86_64","mingw32","stringr","0.6.2","US",116
"2015-04-01","00:46:51",316170,"3.1.1","x86_64","mingw32","iterators","1.0.7","US",116
"2015-04-01","00:46:26",1103750,"3.1.1","x86_64","mingw32","nloptr","1.0.4","BR",212
"2015-04-01","00:46:33",2130002,"3.1.2","x86_64","mingw32","RcppEigen","0.3.2.4.0","BR",212
"2015-04-01","00:46:40",2860281,"3.1.3","x86_64","linux-gnu","ade4","1.6-2","US",237
"2015-04-01","00:46:44",4092921,"3.1.2","x86_64","mingw32","lme4","1.1-7","BR",212
"2015-04-01","00:46:47",803631,"3.1.2","x86_64","mingw32","SparseM","1.6","BR",212
"2015-04-01","00:46:48",205363,"3.1.2","i386","mingw32","pbkrtest","0.4-2","BR",212
"2015-04-01","00:46:32",12051,"3.1.2","i386","mingw32","RColorBrewer","1.1-2","US",16
"2015-04-01","00:46:49",65215,"3.1.2","i386","mingw32","leaps","2.9","US",251
"2015-04-01","00:45:01",393750,"3.1.2","i386","mingw32","plyr","1.8.1","ES",223
"2015-04-01","00:45:03",40608,"3.1.2","i386","mingw32","scales","0.2.4","ES",223
"2015-04-01","00:46:36",837561,"3.1.3","x86_64","darwin13.4.0","plyr","1.8.1","US",245
"2015-04-01","00:46:44",29788,"3.1.3","x86_64","linux-gnu","its","1.1.8","US",247
"2015-04-01","00:46:59",17746,"3.1.2","x86_64","mingw32","highr","0.4.1","US",252
"2015-04-01","00:46:34",17746,"3.1.2","x86_64","darwin10.8.0","highr","0.4.1","US",16
"2015-04-01","00:46:41",116207,"3.1.3","x86_64","linux-gnu","maxLik","1.2-4","US",247
"2015-04-01","00:46:56",78781,"3.1.2","x86_64","mingw32","SciViews","0.9-5","US",8
"2015-04-01","00:46:59",94605,"3.1.2","x86_64","mingw32","ScottKnott","1.2-5","US",8
"2015-04-01","00:46:59",29124,"3.1.2","i386","mingw32","formatR","1.1","US",252
"2015-04-01","00:46:54",477299,"3.0.3","x86_64","darwin10.8.0","SamplerCompare","1.2.6","US",8
"2015-04-01","00:46:56",165079,"3.0.3","x86_64","darwin10.8.0","markdown","0.7.4","CA",253
"2015-04-01","00:46:33",24577,"3.1.3","x86_64","linux-gnu","RColorBrewer","1.1-2","US",245
"2015-04-01","00:46:33",125217,"3.1.3","i386","mingw32","munsell","0.4.2","US",245
"2015-04-01","00:46:35",2663081,"3.1.3","i386","mingw32","ggplot2","1.0.1","US",245
"2015-04-01","00:45:52",1157482,"3.1.3","i386","mingw32","RODBC","1.3-11","US",254
"2015-04-01","00:46:33",455258,"3.1.3","i386","mingw32","proto","0.3-10","US",245
"2015-04-01","00:46:55",701097,"3.1.3","i386","mingw32","SamplingStrata","1.0-3","US",8
"2015-04-01","00:44:59",91542,"3.1.3","x86_64","mingw32","munsell","0.4.2","ES",223
"2015-04-01","00:45:05",531275,"2.15.1","x86_64","linux-gnu","proto","0.3-10","ES",223
"2015-04-01","00:46:58",1018578,"3.1.2","x86_64","mingw32","SciencesPo","1.02.12","US",8
"2015-04-01","00:47:03",1640337,"3.0.3","x86_64","darwin10.8.0","ScrabbleScore","1.0","US",8
"2015-04-01","00:46:59",26574,"3.0.3","x86_64","darwin10.8.0","ScoreGGUM","1.0","US",8
"2015-04-01","00:46:15",393750,"3.0.3","x86_64","darwin10.8.0","plyr","1.8.1","US",236
"2015-04-01","00:46:12",1641484,"3.1.2","x86_64","darwin13.4.0","quantreg","5.11","US",236
"2015-04-01","00:46:53",836565,"2.14.1","i686","linux-gnu","plyr","1.8.1","US",255
"2015-04-01","00:45:52",662584,"3.1.2","x86_64","mingw32","xts","0.9-7","KR",256
"2015-04-01","00:46:08",840438,"3.1.1","x86_64","mingw32","gbm","2.1.1","KR",256
"2015-04-01","00:47:05",582225,"3.1.3","x86_64","linux-gnu","Segmentor3IsBack","1.8","US",8
"2015-04-01","00:46:38",675599,"3.1.3","x86_64","darwin13.4.0","knitr","1.9","US",16
"2015-04-01","00:46:59",531278,"3.1.2","x86_64","mingw32","proto","0.3-10","US",252
"2015-04-01","00:47:06",4092924,"3.1.2","x86_64","mingw32","lme4","1.1-7","US",116
"2015-04-01","00:47:07",102035,"3.1.2","i386","mingw32","brglm","0.5-9","US",116
"2015-04-01","00:46:31",247548,"3.1.1","x86_64","mingw32","colorspace","1.2-6","US",16
"2015-04-01","00:46:34",78418,"3.1.1","x86_64","mingw32","markdown","0.7.4","US",16
"2015-04-01","00:46:34",531278,"3.1.1","x86_64","mingw32","proto","0.3-10","US",16
"2015-04-01","00:46:37",18297,"3.1.3","x86_64","linux-gnu","crayon","1.1.0","US",16
"2015-04-01","00:46:32",84839,"3.1.3","x86_64","mingw32","dichromat","2.0-0","US",16
"2015-04-01","00:47:02",16015,"3.1.2","x86_64","mingw32","microbenchmark","1.4-2","US",252
"2015-04-01","00:47:09",1617895,"3.1.2","x86_64","mingw32","Sejong","0.01","US",8
"2015-04-01","00:47:02",158776,"3.1.3","x86_64","linux-gnu","statmod","1.4.21","US",238
"2015-04-01","00:47:03",189881,"3.1.3","x86_64","linux-gnu","diffIRT","1.4","US",238
"2015-04-01","00:47:04",60402,"3.1.3","x86_64","linux-gnu","SearchTrees","0.5.2","US",8
"2015-04-01","00:47:04",291748,"3.1.3","x86_64","darwin13.4.0","SegCorr","1.0","US",8
"2015-04-01","00:47:10",745562,"3.1.2","i386","mingw32","SeleMix","0.9.1","US",8
"2015-04-01","00:46:33",338973,NA,NA,NA,"dse","2014.11-1","FR",38
"2015-04-01","00:46:50",165084,"3.1.2","i386","mingw32","markdown","0.7.4","CO",14
"2015-04-01","00:46:51",75811,"3.0.0","x86_64","mingw32","stringr","0.6.2","CO",14
"2015-04-01","00:46:54",643360,"3.1.3","x86_64","mingw32","knitr","1.9","CO",14
"2015-04-01","00:47:10",720936,"3.1.3","x86_64","linux-gnu","faraway","1.0.6","CO",14
"2015-04-01","00:46:58",36535,"3.1.3","x86_64","linux-gnu","bitops","1.0-6","CA",253
"2015-04-01","00:46:55",152452,"3.1.3","x86_64","linux-gnu","digest","0.6.8","CA",253
"2015-04-01","00:47:01",139143,"3.1.3","x86_64","linux-gnu","lawstat","2.5","US",49
"2015-04-01","00:47:14",1222540,"3.1.2","x86_64","mingw32","SemiCompRisks","2.0","US",8
"2015-04-01","00:47:15",135136,"3.1.2","x86_64","mingw32","SemiParSampleSel","1.2","US",8
"2015-04-01","00:47:03",37640,"3.1.3","x86_64","darwin13.4.0","ScreenClean","1.0.1","US",8
"2015-04-01","00:46:56",34615,"3.1.2","x86_64","mingw32","highr","0.4.1","CA",253
"2015-04-01","00:46:57",86687,"3.1.2","x86_64","mingw32","htmltools","0.2.6","CA",253
"2015-04-01","00:46:58",230023,"2.14.1","i686","linux-gnu","caTools","1.17.1","CA",253
"2015-04-01","00:46:58",35212,"3.1.3","x86_64","linux-gnu","reshape2","1.4.1","US",252
"2015-04-01","00:46:55",35562,"3.1.2","x86_64","mingw32","mime","0.3","CA",253
"2015-04-01","00:46:55",39294,"2.15.1","x86_64","mingw32","evaluate","0.5.5","CA",253
"2015-04-01","00:46:55",51409,"3.1.2","x86_64","mingw32","formatR","1.1","CA",253
"2015-04-01","00:46:57",180600,"3.1.2","x86_64","mingw32","yaml","2.1.13","CA",253
"2015-04-01","00:46:59",1293484,"3.1.2","x86_64","mingw32","rmarkdown","0.5.1","CA",253
"2015-04-01","00:46:38",16015,"3.1.3","x86_64","linux-gnu","microbenchmark","1.4-2","US",16
"2015-04-01","00:46:03",891528,"3.1.2","x86_64","mingw32","dplyr","0.4.1","US",236
"2015-04-01","00:47:13",14655,NA,NA,NA,"AMORE","0.1","FR",4
"2015-04-01","00:46:35",2351726,"3.1.3","x86_64","darwin13.4.0","ggplot2","1.0.1","US",16
"2015-04-01","00:47:15",192801,"3.1.2","x86_64","mingw32","SemiParBIVProbit","3.3","US",8
"2015-04-01","00:47:15",72400,NA,NA,NA,"DTR","1.5","FR",4
"2015-04-01","00:44:54",310517,"3.1.3","x86_64","darwin13.4.0","devtools","1.7.0","KR",211
"2015-04-01","00:46:57",643355,"3.1.3","x86_64","darwin13.4.0","knitr","1.9","CA",253
"2015-04-01","00:47:09",552490,"3.1.3","x86_64","darwin13.4.0","gplots","2.16.0","CN",246
"2015-04-01","00:47:10",43209,"3.1.3","x86_64","darwin13.4.0","PoiClaClu","1.0.2","CN",246
"2015-04-01","00:47:19",72400,NA,NA,NA,"SpatialExtremes","1.8-0","FR",4
"2015-04-01","00:46:22",88326,NA,NA,NA,"ScottKnott","1.2-5","FR",38
"2015-04-01","00:47:12",105236,"3.1.2","x86_64","mingw32","brew","1.0-6","KR",257
"2015-04-01","00:47:13",17364,"3.1.3","i386","mingw32","memoise","0.2.1","KR",257
"2015-04-01","00:47:14",65203,"3.1.3","i386","mingw32","whisker","0.3-2","KR",257
"2015-04-01","00:47:14",39289,"3.1.3","i386","mingw32","evaluate","0.5.5","KR",257
"2015-04-01","00:47:15",25269,"3.1.3","i386","mingw32","rstudioapi","0.2","KR",257
"2015-04-01","00:47:17",594164,"3.1.3","i386","mingw32","roxygen2","4.1.0","KR",257
"2015-04-01","00:47:19",13438416,"3.1.3","i386","mingw32","stringi","0.4-1","KR",257
"2015-04-01","00:46:57",84839,"3.1.3","i386","mingw32","dichromat","2.0-0","US",252
"2015-04-01","00:47:16",2677100,"3.1.3","i386","mingw32","ggplot2","1.0.1","US",116
"2015-04-01","00:46:32",91545,"3.1.3","i386","mingw32","munsell","0.4.2","US",16
"2015-04-01","00:47:11",1014215,"3.1.2","x86_64","mingw32","SelvarMix","1.0","US",8
"2015-04-01","00:47:17",43984,"3.1.3","x86_64","darwin13.4.0","SensitivityCaseControl","2.1","US",8
"2015-04-01","00:47:20",621527,"3.1.3","x86_64","darwin13.4.0","SeqFeatR","0.1.7","US",8
"2015-04-01","00:47:16",223522,"3.1.3","x86_64","darwin13.4.0","SemiPar","1.0-4.1","US",8
"2015-04-01","00:47:17",153916,"3.1.3","x86_64","darwin13.4.0","SenSrivastava","2012-04-0","US",8
"2015-04-01","00:47:14",112488,"3.1.3","x86_64","darwin13.4.0","SemiMarkov","1.4","US",8
"2015-04-01","00:47:22",54360,"3.1.3","x86_64","darwin13.4.0","Sequential","1.1","US",8
"2015-04-01","00:46:56",2045932,"3.1.2","x86_64","mingw32","quantreg","5.11","BR",212
"2015-04-01","00:47:01",1386598,"3.1.2","i386","mingw32","car","2.0-25","BR",212
"2015-04-01","00:46:57",20185,"3.1.3","x86_64","linux-gnu","gtable","0.1.2","US",252
"2015-04-01","00:47:01",675599,"3.1.3","x86_64","linux-gnu","knitr","1.9","US",252
"2015-04-01","00:47:19",434375,"3.1.2","x86_64","mingw32","glmnet","1.9-8","US",103
"2015-04-01","00:46:33",117651,"3.1.2","x86_64","mingw32","digest","0.6.8","US",245
"2015-04-01","00:46:36",150610,"3.1.3","x86_64","linux-gnu","scales","0.2.4","US",245
"2015-04-01","00:47:26",27213,"3.1.2","x86_64","mingw32","RColorBrewer","1.1-2","MX",165
"2015-04-01","00:47:19",484674,"3.1.3","x86_64","darwin13.4.0","SensoMineR","1.20","US",8
"2015-04-01","00:47:19",66384,"3.1.2","x86_64","darwin13.4.0","SensusR","1.0","US",8
"2015-04-01","00:47:25",1279855,"3.1.3","x86_64","darwin13.4.0","SharpeR","0.1501","US",8
"2015-04-01","00:46:56",247548,"3.1.3","x86_64","darwin13.4.0","colorspace","1.2-6","US",252
"2015-04-01","00:47:17",389865,"3.1.2","x86_64","linux-gnu","colorspace","1.2-6","AU",154
"2015-04-01","00:47:18",75807,"3.2.0","i386","mingw32","stringr","0.6.2","AU",154
"2015-04-01","00:47:19",27211,"3.1.0","x86_64","mingw32","RColorBrewer","1.1-2","AU",154
"2015-04-01","00:47:19",148236,"3.1.0","x86_64","mingw32","dichromat","2.0-0","AU",154
"2015-04-01","00:47:20",126841,"3.1.1","x86_64","mingw32","munsell","0.4.2","AU",154
"2015-04-01","00:47:21",41356,"2.14.1","i686","linux-gnu","labeling","0.3","AU",154
"2015-04-01","00:47:21",152453,"3.1.3","x86_64","linux-gnu","digest","0.6.8","AU",154
"2015-04-01","00:47:22",64358,"3.1.2","x86_64","mingw32","gtable","0.1.2","AU",154
"2015-04-01","00:47:24",504726,"3.1.3","x86_64","linux-gnu","reshape2","1.4.1","AU",154
"2015-04-01","00:47:26",840137,"3.1.3","x86_64","linux-gnu","ShrinkCovMat","1.1.0","US",8
"2015-04-01","00:46:58",40611,"2.14.1","i686","linux-gnu","scales","0.2.4","US",252
"2015-04-01","00:47:21",512043,"3.1.2","x86_64","linux-gnu","SeqGrapheR","0.4.8.3","US",8
"2015-04-01","00:47:22",76731,"3.1.2","x86_64","mingw32","SetMethods","1.0","US",8
"2015-04-01","00:47:22",1386597,"3.1.2","x86_64","mingw32","car","2.0-25","US",116
"2015-04-01","00:47:24",504730,"3.1.3","x86_64","darwin13.4.0","reshape2","1.4.1","US",116
"2015-04-01","00:47:25",389306,"3.1.3","x86_64","darwin13.4.0","foreach","1.4.2","US",116
"2015-04-01","00:47:29",1155437,"3.1.3","x86_64","darwin13.4.0","plyr","1.8.1","US",116
"2015-04-01","00:47:31",499010,"3.1.3","x86_64","darwin13.4.0","BradleyTerry2","1.0-6","US",116
"2015-04-01","00:46:55",153985,"3.1.3","x86_64","linux-gnu","Newdistns","2.0","NL",258
"2015-04-01","00:47:01",8328,"2.14.1","i686","linux-gnu","testthatsomemore","0.1","US",252
"2015-04-01","00:47:27",369766,"3.1.2","x86_64","mingw32","SightabilityModel","1.3","US",8
"2015-04-01","00:46:40",54040,"3.1.3","x86_64","linux-gnu","pwr","1.1-2","US",245
"2015-04-01","00:46:32",11241,"3.1.2","x86_64","mingw32","labeling","0.3","US",16
"2015-04-01","00:47:27",43855,"3.1.2","x86_64","mingw32","SiZer","0.1-4","US",8
"2015-04-01","00:47:37",3167777,"3.1.2","x86_64","mingw32","Sim.DiffProc","2.9","US",8
"2015-04-01","00:47:24",401464,"3.1.2","x86_64","linux-gnu","xlsx","0.5.7","JP",259
"2015-04-01","00:47:05",42621,"3.1.3","x86_64","darwin13.4.0","WWGbook","1.0.1","US",255
